# proteinId	labelId
ENSDARP00000056204	macro-synteny
ENSLOCP00000007888	phylogeny
ENSLOCP00000007888	macro-synteny
ENSCMIP00000046100	phylogeny
ENSCMIP00000046100	macro-synteny
ENSGALP00010035281	phylogeny
ENSGALP00010035281	macro-synteny
ENSMGAP00000007278	phylogeny
ENSMGAP00000007278	macro-synteny
ENSTGUP00000029131	phylogeny
ENSTGUP00000029131	macro-synteny
ENSACAP00000009695	phylogeny
ENSACAP00000009695	macro-synteny
ENSCAFP00845038523	phylogeny
ENSCAFP00845038523	macro-synteny
ENSMUSP00000110057	phylogeny
ENSMUSP00000110057	macro-synteny
ENSP00000401112	phylogeny
ENSP00000401112	macro-synteny
ENSMODP00000015474	phylogeny
ENSMODP00000015474	macro-synteny
ENSTNIP00000007950	phylogeny
ENSTNIP00000007950	macro-synteny
ENSGACP00000011934	phylogeny
ENSGACP00000011934	macro-synteny
ENSDARP00000083309	phylogeny
ENSDARP00000083309	macro-synteny
ENSGACP00000019041	phylogeny
ENSGACP00000019041	macro-synteny
ENSORLP00000026543	phylogeny
ENSORLP00000026543	macro-synteny
ENSTNIP00000017487	phylogeny
ENSTNIP00000017487	macro-synteny
ENSLOCP00000004819	phylogeny
ENSLOCP00000004819	macro-synteny
ENSCMIP00000029680	phylogeny
ENSCMIP00000029680	macro-synteny
ENSGALP00010030789	phylogeny
ENSGALP00010030789	macro-synteny
ENSMGAP00000004305	phylogeny
ENSMGAP00000004305	macro-synteny
ENSTGUP00000004912	phylogeny
ENSTGUP00000004912	macro-synteny
ENSTGUP00000027106	phylogeny
ENSTGUP00000027106	macro-synteny
ENSTGUP00000028466	phylogeny
ENSTGUP00000028466	macro-synteny
ENSCAFP00845004771	phylogeny
ENSCAFP00845004771	macro-synteny
ENSMUSP00000042702	phylogeny
ENSMUSP00000042702	macro-synteny
ENSP00000493946	phylogeny
ENSP00000493946	macro-synteny
ENSMODP00000054074	phylogeny
ENSMODP00000054074	macro-synteny
ENSACAP00000016177	phylogeny
ENSACAP00000016177	macro-synteny
ENSCMIP00000042598	phylogeny
ENSCMIP00000042598	macro-synteny
ENSLOCP00000008679	phylogeny
ENSLOCP00000008679	macro-synteny
ENSDARP00000107198	phylogeny
ENSDARP00000107198	macro-synteny
ENSORLP00000017653	phylogeny
ENSORLP00000017653	macro-synteny
ENSCAFP00845034849	phylogeny
ENSCAFP00845034849	macro-synteny
ENSP00000382895	phylogeny
ENSP00000382895	macro-synteny
ENSMUSP00000107230	phylogeny
ENSMUSP00000107230	macro-synteny
ENSMODP00000034287	phylogeny
ENSMODP00000034287	macro-synteny
ENSACAP00000003174	phylogeny
ENSACAP00000003174	macro-synteny
ENSORLP00000004960	phylogeny
ENSORLP00000004960	macro-synteny
ENSLOCP00000000267	phylogeny
ENSLOCP00000000267	macro-synteny
ENSTNIP00000009824	phylogeny
ENSTNIP00000009824	macro-synteny
ENSGACP00000026288	phylogeny
ENSGACP00000026288	macro-synteny
ENSDARP00000118806	phylogeny
ENSDARP00000118806	macro-synteny
ENSGALP00010010987	phylogeny
ENSGALP00010010987	macro-synteny
ENSMGAP00000005690	phylogeny
ENSMGAP00000005690	macro-synteny
ENSTGUP00000001501	phylogeny
ENSTGUP00000001501	macro-synteny
ENSCAFP00845027573	phylogeny
ENSCAFP00845027573	macro-synteny
ENSP00000369127	phylogeny
ENSP00000369127	macro-synteny
ENSMUSP00000129730	phylogeny
ENSMUSP00000129730	macro-synteny
ENSMODP00000004141	phylogeny
ENSMODP00000004141	macro-synteny
ENSACAP00000003460	phylogeny
ENSACAP00000003460	macro-synteny
ENSCMIP00000026038	phylogeny
ENSCMIP00000026038	macro-synteny
ENSORLP00000007866	phylogeny
ENSORLP00000007866	macro-synteny
ENSGACP00000023632	phylogeny
ENSGACP00000023632	macro-synteny
ENSDARP00000011428	phylogeny
ENSDARP00000011428	macro-synteny
ENSLOCP00000014210	phylogeny
ENSLOCP00000014210	macro-synteny
ENSGALP00010036111	phylogeny
ENSGALP00010036111	macro-synteny
ENSMGAP00000003532	phylogeny
ENSMGAP00000003532	macro-synteny
ENSTGUP00000036970	phylogeny
ENSTGUP00000036970	macro-synteny
ENSACAP00000005918	phylogeny
ENSACAP00000005918	macro-synteny
ENSCAFP00845010141	phylogeny
ENSCAFP00845010141	macro-synteny
ENSP00000378321	phylogeny
ENSP00000378321	macro-synteny
ENSMUSP00000070413	phylogeny
ENSMUSP00000070413	macro-synteny
ENSMODP00000014640	phylogeny
ENSMODP00000014640	macro-synteny
ENSORLP00000009345	phylogeny
ENSORLP00000009345	macro-synteny
ENSTNIP00000011236	phylogeny
ENSTNIP00000011236	macro-synteny
ENSGACP00000013757	phylogeny
ENSGACP00000013757	macro-synteny
ENSDARP00000067931	phylogeny
ENSDARP00000067931	macro-synteny
ENSLOCP00000018245	phylogeny
ENSLOCP00000018245	macro-synteny
ENSCMIP00000014397	phylogeny
ENSCMIP00000014397	macro-synteny
ENSCMIP00000044835	phylogeny
ENSCMIP00000044835	macro-synteny
ENSGALP00010042824	phylogeny
ENSGALP00010042824	macro-synteny
ENSMGAP00000004158	phylogeny
ENSMGAP00000004158	macro-synteny
ENSTGUP00000025176	phylogeny
ENSTGUP00000025176	macro-synteny
ENSGALP00010017425	phylogeny
ENSGALP00010017425	macro-synteny
ENSMGAP00000012703	phylogeny
ENSMGAP00000012703	macro-synteny
ENSTGUP00000025133	phylogeny
ENSTGUP00000025133	macro-synteny
ENSACAP00000030920	phylogeny
ENSACAP00000030920	macro-synteny
ENSMODP00000008682	phylogeny
ENSMODP00000008682	macro-synteny
ENSMODP00000045019	phylogeny
ENSMODP00000045019	macro-synteny
ENSCAFP00845022714	phylogeny
ENSCAFP00845022714	macro-synteny
ENSMUSP00000029865	phylogeny
ENSMUSP00000029865	macro-synteny
ENSP00000344215	phylogeny
ENSP00000344215	macro-synteny
ENSCMIP00000006416	phylogeny
ENSCMIP00000006416	macro-synteny
ENSLOCP00000007688	phylogeny
ENSLOCP00000007688	macro-synteny
ENSDARP00000038892	phylogeny
ENSDARP00000038892	macro-synteny
ENSORLP00000041844	phylogeny
ENSORLP00000041844	macro-synteny
ENSGACP00000023444	phylogeny
ENSGACP00000023444	macro-synteny
ENSGALP00010031559	phylogeny
ENSGALP00010031559	macro-synteny
ENSMGAP00000034770	phylogeny
ENSMGAP00000034770	macro-synteny
ENSTGUP00000031337	phylogeny
ENSTGUP00000031337	macro-synteny
ENSACAP00000024136	phylogeny
ENSACAP00000024136	macro-synteny
ENSCAFP00845022852	phylogeny
ENSCAFP00845022852	macro-synteny
ENSMUSP00000037627	phylogeny
ENSMUSP00000037627	macro-synteny
ENSP00000363943	phylogeny
ENSP00000363943	macro-synteny
ENSMODP00000003232	phylogeny
ENSMODP00000003232	macro-synteny
ENSORLP00000034474	phylogeny
ENSORLP00000034474	macro-synteny
ENSDARP00000147665	phylogeny
ENSDARP00000147665	macro-synteny
ENSLOCP00000005325	phylogeny
ENSLOCP00000005325	macro-synteny
ENSCMIP00000026174	phylogeny
ENSCMIP00000026174	macro-synteny
ENSGALP00010021496	phylogeny
ENSGALP00010021496	macro-synteny
ENSMGAP00000019646	phylogeny
ENSMGAP00000019646	macro-synteny
ENSTGUP00000007762	phylogeny
ENSTGUP00000007762	macro-synteny
ENSCAFP00845017336	phylogeny
ENSCAFP00845017336	macro-synteny
ENSP00000426983	phylogeny
ENSP00000426983	macro-synteny
ENSMUSP00000143939	phylogeny
ENSMUSP00000143939	macro-synteny
ENSMODP00000025868	phylogeny
ENSMODP00000025868	macro-synteny
ENSACAP00000009362	phylogeny
ENSACAP00000009362	macro-synteny
ENSORLP00000005659	phylogeny
ENSORLP00000005659	macro-synteny
ENSTNIP00000006718	phylogeny
ENSTNIP00000006718	macro-synteny
ENSGACP00000021040	phylogeny
ENSGACP00000021040	macro-synteny
ENSDARP00000120780	phylogeny
ENSDARP00000120780	macro-synteny
ENSDARP00000126787	phylogeny
ENSDARP00000126787	macro-synteny
ENSTNIP00000003682	phylogeny
ENSTNIP00000003682	macro-synteny
ENSORLP00000040600	phylogeny
ENSORLP00000040600	macro-synteny
ENSLOCP00000017312	phylogeny
ENSLOCP00000017312	macro-synteny
ENSCMIP00000030567	phylogeny
ENSCMIP00000030567	macro-synteny
ENSCMIP00000030886	phylogeny
ENSCMIP00000030886	macro-synteny
ENSORLP00000011820	phylogeny
ENSORLP00000011820	macro-synteny
ENSTNIP00000014776	phylogeny
ENSTNIP00000014776	macro-synteny
ENSGACP00000026877	phylogeny
ENSGACP00000026877	macro-synteny
ENSDARP00000016938	phylogeny
ENSDARP00000016938	macro-synteny
ENSDARP00000144113	phylogeny
ENSDARP00000144113	macro-synteny
ENSLOCP00000018179	phylogeny
ENSLOCP00000018179	macro-synteny
ENSGALP00010017663	phylogeny
ENSGALP00010017663	macro-synteny
ENSMGAP00000008214	phylogeny
ENSMGAP00000008214	macro-synteny
ENSTGUP00000025113	phylogeny
ENSTGUP00000025113	macro-synteny
ENSACAP00000001007	phylogeny
ENSACAP00000001007	macro-synteny
ENSCAFP00845034559	phylogeny
ENSCAFP00845034559	macro-synteny
ENSP00000359382	phylogeny
ENSP00000359382	macro-synteny
ENSMUSP00000114284	phylogeny
ENSMUSP00000114284	macro-synteny
ENSMODP00000007175	phylogeny
ENSMODP00000007175	macro-synteny
ENSGALP00010019169	phylogeny
ENSGALP00010019169	macro-synteny
ENSMGAP00000018776	phylogeny
ENSMGAP00000018776	macro-synteny
ENSTGUP00000010347	phylogeny
ENSTGUP00000010347	macro-synteny
ENSTGUP00000023543	phylogeny
ENSTGUP00000023543	macro-synteny
ENSCAFP00845018409	phylogeny
ENSCAFP00845018409	macro-synteny
ENSP00000338283	phylogeny
ENSP00000338283	macro-synteny
ENSMUSP00000054719	phylogeny
ENSMUSP00000054719	macro-synteny
ENSMODP00000002075	phylogeny
ENSMODP00000002075	macro-synteny
ENSACAP00000028022	phylogeny
ENSACAP00000028022	macro-synteny
ENSCMIP00000042384	phylogeny
ENSCMIP00000042384	macro-synteny
ENSGALP00010010025	phylogeny
ENSGALP00010010025	macro-synteny
ENSMGAP00000011550	phylogeny
ENSMGAP00000011550	macro-synteny
ENSTGUP00000025620	phylogeny
ENSTGUP00000025620	macro-synteny
ENSACAP00000009278	phylogeny
ENSACAP00000009278	macro-synteny
ENSCAFP00845020384	phylogeny
ENSCAFP00845020384	macro-synteny
ENSP00000238823	phylogeny
ENSP00000238823	macro-synteny
ENSMUSP00000108126	phylogeny
ENSMUSP00000108126	macro-synteny
ENSMODP00000059661	phylogeny
ENSMODP00000059661	macro-synteny
ENSLOCP00000020631	phylogeny
ENSLOCP00000020631	macro-synteny
ENSDARP00000155658	phylogeny
ENSDARP00000155658	macro-synteny
ENSDARP00000156895	phylogeny
ENSDARP00000156895	macro-synteny
ENSDARP00000128597	phylogeny
ENSDARP00000128597	macro-synteny
ENSORLP00000044105	phylogeny
ENSORLP00000044105	macro-synteny
ENSTNIP00000008156	phylogeny
ENSTNIP00000008156	macro-synteny
ENSGACP00000003018	phylogeny
ENSGACP00000003018	macro-synteny
ENSCMIP00000047441	phylogeny
ENSCMIP00000047441	macro-synteny
ENSGALP00010031563	phylogeny
ENSGALP00010031563	macro-synteny
ENSMGAP00000012876	phylogeny
ENSMGAP00000012876	macro-synteny
ENSTGUP00000030624	phylogeny
ENSTGUP00000030624	macro-synteny
ENSCAFP00845036096	phylogeny
ENSCAFP00845036096	macro-synteny
ENSP00000380734	phylogeny
ENSP00000380734	macro-synteny
ENSMUSP00000028825	phylogeny
ENSMUSP00000028825	macro-synteny
ENSMODP00000001384	phylogeny
ENSMODP00000001384	macro-synteny
ENSACAP00000032294	phylogeny
ENSACAP00000032294	macro-synteny
ENSLOCP00000015082	phylogeny
ENSLOCP00000015082	macro-synteny
ENSORLP00000016280	phylogeny
ENSORLP00000016280	macro-synteny
ENSGACP00000013924	phylogeny
ENSGACP00000013924	macro-synteny
ENSTNIP00000020380	phylogeny
ENSTNIP00000020380	macro-synteny
ENSTNIP00000004086	phylogeny
ENSTNIP00000004086	macro-synteny
ENSDARP00000078703	phylogeny
ENSDARP00000078703	macro-synteny
ENSDARP00000155599	phylogeny
ENSDARP00000155599	macro-synteny
ENSCMIP00000014381	phylogeny
ENSCMIP00000014381	macro-synteny
ENSGALP00010004236	phylogeny
ENSGALP00010004236	macro-synteny
ENSMGAP00000014522	phylogeny
ENSMGAP00000014522	macro-synteny
ENSTGUP00000028418	phylogeny
ENSTGUP00000028418	macro-synteny
ENSACAP00000004426	phylogeny
ENSACAP00000004426	macro-synteny
ENSCAFP00845016069	phylogeny
ENSCAFP00845016069	macro-synteny
ENSMUSP00000034989	phylogeny
ENSMUSP00000034989	macro-synteny
ENSP00000358719	phylogeny
ENSP00000358719	macro-synteny
ENSMODP00000016545	phylogeny
ENSMODP00000016545	macro-synteny
ENSMODP00000022921	phylogeny
ENSMODP00000022921	macro-synteny
ENSGALP00010010181	phylogeny
ENSGALP00010010181	macro-synteny
ENSMGAP00000031022	phylogeny
ENSMGAP00000031022	macro-synteny
ENSTGUP00000013316	phylogeny
ENSTGUP00000013316	macro-synteny
ENSACAP00000002618	phylogeny
ENSACAP00000002618	macro-synteny
ENSCAFP00845009268	phylogeny
ENSCAFP00845009268	macro-synteny
ENSP00000440246	phylogeny
ENSP00000440246	macro-synteny
ENSMUSP00000032856	phylogeny
ENSMUSP00000032856	macro-synteny
ENSMODP00000049448	phylogeny
ENSMODP00000049448	macro-synteny
ENSORLP00000004314	phylogeny
ENSORLP00000004314	macro-synteny
ENSGACP00000004225	phylogeny
ENSGACP00000004225	macro-synteny
ENSTNIP00000006695	phylogeny
ENSTNIP00000006695	macro-synteny
ENSDARP00000006882	phylogeny
ENSDARP00000006882	macro-synteny
ENSLOCP00000011756	phylogeny
ENSLOCP00000011756	macro-synteny
ENSCMIP00000033619	phylogeny
ENSCMIP00000033619	macro-synteny
ENSORLP00000002640	phylogeny
ENSORLP00000002640	macro-synteny
ENSTNIP00000009664	phylogeny
ENSTNIP00000009664	macro-synteny
ENSGACP00000006756	phylogeny
ENSGACP00000006756	macro-synteny
ENSDARP00000092744	phylogeny
ENSDARP00000092744	macro-synteny
ENSLOCP00000021105	phylogeny
ENSLOCP00000021105	macro-synteny
ENSCMIP00000038301	phylogeny
ENSCMIP00000038301	macro-synteny
ENSGALP00010016741	phylogeny
ENSGALP00010016741	macro-synteny
ENSGALP00010015212	phylogeny
ENSGALP00010015212	macro-synteny
ENSTGUP00000016209	phylogeny
ENSTGUP00000016209	macro-synteny
ENSACAP00000009968	phylogeny
ENSACAP00000009968	macro-synteny
ENSCAFP00845004671	phylogeny
ENSCAFP00845004671	macro-synteny
ENSP00000321070	phylogeny
ENSP00000321070	macro-synteny
ENSMUSP00000025439	phylogeny
ENSMUSP00000025439	macro-synteny
ENSMODP00000013725	phylogeny
ENSMODP00000013725	macro-synteny
ENSORLP00000006054	phylogeny
ENSORLP00000006054	macro-synteny
ENSGACP00000009655	phylogeny
ENSGACP00000009655	macro-synteny
ENSTNIP00000003167	phylogeny
ENSTNIP00000003167	macro-synteny
ENSDARP00000132162	phylogeny
ENSDARP00000132162	macro-synteny
ENSDARP00000149444	phylogeny
ENSDARP00000149444	macro-synteny
ENSLOCP00000015837	phylogeny
ENSLOCP00000015837	macro-synteny
ENSCMIP00000032203	phylogeny
ENSCMIP00000032203	macro-synteny
ENSGALP00010004337	phylogeny
ENSGALP00010004337	macro-synteny
ENSMGAP00000020358	phylogeny
ENSMGAP00000020358	macro-synteny
ENSTGUP00000019350	phylogeny
ENSTGUP00000019350	macro-synteny
ENSACAP00000017037	phylogeny
ENSACAP00000017037	macro-synteny
ENSCAFP00845014871	phylogeny
ENSCAFP00845014871	macro-synteny
ENSP00000195654	phylogeny
ENSP00000195654	macro-synteny
ENSMUSP00000140740	phylogeny
ENSMUSP00000140740	macro-synteny
ENSMODP00000054171	phylogeny
ENSMODP00000054171	macro-synteny
ENSORLP00000002496	phylogeny
ENSORLP00000002496	macro-synteny
ENSTNIP00000009670	phylogeny
ENSTNIP00000009670	macro-synteny
ENSGACP00000006820	phylogeny
ENSGACP00000006820	macro-synteny
ENSDARP00000133813	phylogeny
ENSDARP00000133813	macro-synteny
ENSDARP00000147181	phylogeny
ENSDARP00000147181	macro-synteny
ENSLOCP00000021096	phylogeny
ENSLOCP00000021096	macro-synteny
ENSCMIP00000028726	phylogeny
ENSCMIP00000028726	macro-synteny
ENSGALP00010018190	phylogeny
ENSGALP00010018190	macro-synteny
ENSMGAP00000015396	phylogeny
ENSMGAP00000015396	macro-synteny
ENSTGUP00000004933	phylogeny
ENSTGUP00000004933	macro-synteny
ENSACAP00000012348	phylogeny
ENSACAP00000012348	macro-synteny
ENSCAFP00845037755	phylogeny
ENSCAFP00845037755	macro-synteny
ENSMUSP00000044437	phylogeny
ENSMUSP00000044437	macro-synteny
ENSP00000509598	phylogeny
ENSP00000509598	macro-synteny
ENSMODP00000026269	phylogeny
ENSMODP00000026269	macro-synteny
ENSLOCP00000008237	phylogeny
ENSLOCP00000008237	macro-synteny
ENSORLP00000022413	phylogeny
ENSORLP00000022413	macro-synteny
ENSGACP00000004866	phylogeny
ENSGACP00000004866	macro-synteny
ENSTNIP00000016947	phylogeny
ENSTNIP00000016947	macro-synteny
ENSDARP00000112906	phylogeny
ENSDARP00000112906	macro-synteny
ENSCMIP00000038493	phylogeny
ENSCMIP00000038493	macro-synteny
ENSGALP00010039628	phylogeny
ENSGALP00010039628	macro-synteny
ENSTGUP00000022627	phylogeny
ENSTGUP00000022627	macro-synteny
ENSACAP00000009045	phylogeny
ENSACAP00000009045	macro-synteny
ENSORLP00000037028	phylogeny
ENSORLP00000037028	macro-synteny
ENSTNIP00000020073	phylogeny
ENSTNIP00000020073	macro-synteny
ENSGACP00000006114	phylogeny
ENSGACP00000006114	macro-synteny
ENSMGAP00000010073	phylogeny
ENSMGAP00000010073	macro-synteny
ENSCAFP00845024008	phylogeny
ENSCAFP00845024008	macro-synteny
ENSP00000386741	phylogeny
ENSP00000386741	macro-synteny
ENSMUSP00000107655	phylogeny
ENSMUSP00000107655	macro-synteny
ENSMODP00000011823	phylogeny
ENSMODP00000011823	macro-synteny
ENSLOCP00000008797	phylogeny
ENSLOCP00000008797	macro-synteny
ENSDARP00000130201	phylogeny
ENSDARP00000130201	macro-synteny
ENSTNIP00000011133	phylogeny
ENSTNIP00000011133	macro-synteny
ENSGACP00000018765	phylogeny
ENSGACP00000018765	macro-synteny
ENSORLP00000008036	phylogeny
ENSORLP00000008036	macro-synteny
ENSCMIP00000029604	phylogeny
ENSCMIP00000029604	macro-synteny
ENSCAFP00845024895	phylogeny
ENSCAFP00845024895	macro-synteny
ENSP00000222792	phylogeny
ENSP00000222792	macro-synteny
ENSP00000495614	phylogeny
ENSP00000495614	macro-synteny
ENSMUSP00000035908	phylogeny
ENSMUSP00000035908	macro-synteny
ENSMODP00000019132	phylogeny
ENSMODP00000019132	macro-synteny
ENSACAP00000006920	phylogeny
ENSACAP00000006920	macro-synteny
ENSTGUP00000021348	phylogeny
ENSTGUP00000021348	macro-synteny
ENSGALP00010004239	phylogeny
ENSGALP00010004239	macro-synteny
ENSMGAP00000028671	phylogeny
ENSMGAP00000028671	macro-synteny
ENSGALP00010002043	phylogeny
ENSGALP00010002043	macro-synteny
ENSMGAP00000011187	phylogeny
ENSMGAP00000011187	macro-synteny
ENSORLP00000009331	phylogeny
ENSORLP00000009331	macro-synteny
ENSGACP00000010799	phylogeny
ENSGACP00000010799	macro-synteny
ENSTNIP00000003044	phylogeny
ENSTNIP00000003044	macro-synteny
ENSDARP00000027417	phylogeny
ENSDARP00000027417	macro-synteny
ENSLOCP00000007518	phylogeny
ENSLOCP00000007518	macro-synteny
ENSCMIP00000013473	phylogeny
ENSCMIP00000013473	macro-synteny
ENSGALP00010029392	phylogeny
ENSGALP00010029392	macro-synteny
ENSMGAP00000002854	phylogeny
ENSMGAP00000002854	macro-synteny
ENSTGUP00000029637	phylogeny
ENSTGUP00000029637	macro-synteny
ENSACAP00000034332	phylogeny
ENSACAP00000034332	macro-synteny
ENSCAFP00845023411	phylogeny
ENSCAFP00845023411	macro-synteny
ENSP00000377633	phylogeny
ENSP00000377633	macro-synteny
ENSMUSP00000070876	phylogeny
ENSMUSP00000070876	macro-synteny
ENSMODP00000059230	phylogeny
ENSMODP00000059230	macro-synteny
ENSORLP00000040603	phylogeny
ENSORLP00000040603	macro-synteny
ENSTNIP00000018418	phylogeny
ENSTNIP00000018418	macro-synteny
ENSGACP00000018998	phylogeny
ENSGACP00000018998	macro-synteny
ENSDARP00000135522	phylogeny
ENSDARP00000135522	macro-synteny
ENSDARP00000071164	phylogeny
ENSDARP00000071164	macro-synteny
ENSLOCP00000018561	phylogeny
ENSLOCP00000018561	macro-synteny
ENSCMIP00000023689	phylogeny
ENSCMIP00000023689	macro-synteny
ENSGALP00010032247	phylogeny
ENSGALP00010032247	macro-synteny
ENSMGAP00000008498	phylogeny
ENSMGAP00000008498	macro-synteny
ENSTGUP00000037523	phylogeny
ENSTGUP00000037523	macro-synteny
ENSACAP00000000645	phylogeny
ENSACAP00000000645	macro-synteny
ENSCAFP00845041382	phylogeny
ENSCAFP00845041382	macro-synteny
ENSMODP00000020683	phylogeny
ENSMODP00000020683	macro-synteny
ENSMUSP00000059927	phylogeny
ENSMUSP00000059927	macro-synteny
ENSP00000360994	phylogeny
ENSP00000360994	macro-synteny
ENSORLP00000041450	phylogeny
ENSORLP00000041450	macro-synteny
ENSGACP00000000390	phylogeny
ENSGACP00000000390	macro-synteny
ENSDARP00000096813	phylogeny
ENSDARP00000096813	macro-synteny
ENSLOCP00000007335	phylogeny
ENSLOCP00000007335	macro-synteny
ENSCMIP00000046343	phylogeny
ENSCMIP00000046343	macro-synteny
ENSGALP00010002133	phylogeny
ENSGALP00010002133	macro-synteny
ENSMGAP00000029481	phylogeny
ENSMGAP00000029481	macro-synteny
ENSTGUP00000036374	phylogeny
ENSTGUP00000036374	macro-synteny
ENSACAP00000008301	phylogeny
ENSACAP00000008301	macro-synteny
ENSCAFP00845013483	phylogeny
ENSCAFP00845013483	macro-synteny
ENSP00000359484	phylogeny
ENSP00000359484	macro-synteny
ENSMUSP00000027339	phylogeny
ENSMUSP00000027339	macro-synteny
ENSMODP00000023159	phylogeny
ENSMODP00000023159	macro-synteny
ENSLOCP00000021139	phylogeny
ENSLOCP00000021139	macro-synteny
ENSDARP00000074257	phylogeny
ENSDARP00000074257	macro-synteny
ENSORLP00000029462	phylogeny
ENSORLP00000029462	macro-synteny
ENSGACP00000005210	phylogeny
ENSGACP00000005210	macro-synteny
ENSTNIP00000012774	phylogeny
ENSTNIP00000012774	macro-synteny
ENSORLP00000015907	phylogeny
ENSORLP00000015907	macro-synteny
ENSTNIP00000022570	phylogeny
ENSTNIP00000022570	macro-synteny
ENSGACP00000024184	phylogeny
ENSGACP00000024184	macro-synteny
ENSCMIP00000029845	phylogeny
ENSCMIP00000029845	macro-synteny
ENSGALP00010024261	phylogeny
ENSGALP00010024261	macro-synteny
ENSMGAP00000003653	phylogeny
ENSMGAP00000003653	macro-synteny
ENSCAFP00845013667	phylogeny
ENSCAFP00845013667	macro-synteny
ENSP00000361803	phylogeny
ENSP00000361803	macro-synteny
ENSMUSP00000035800	phylogeny
ENSMUSP00000035800	macro-synteny
ENSMODP00000044478	phylogeny
ENSMODP00000044478	macro-synteny
ENSACAP00000029231	phylogeny
ENSACAP00000029231	macro-synteny
ENSTGUP00000038612	phylogeny
ENSTGUP00000038612	macro-synteny
ENSORLP00000032839	phylogeny
ENSORLP00000032839	macro-synteny
ENSTNIP00000012060	phylogeny
ENSTNIP00000012060	macro-synteny
ENSGACP00000009573	phylogeny
ENSGACP00000009573	macro-synteny
ENSDARP00000082073	phylogeny
ENSDARP00000082073	macro-synteny
ENSLOCP00000001620	phylogeny
ENSLOCP00000001620	macro-synteny
ENSCMIP00000046662	phylogeny
ENSCMIP00000046662	macro-synteny
ENSGALP00010024380	phylogeny
ENSGALP00010024380	macro-synteny
ENSMGAP00000014386	phylogeny
ENSMGAP00000014386	macro-synteny
ENSTGUP00000013409	phylogeny
ENSTGUP00000013409	macro-synteny
ENSACAP00000014546	phylogeny
ENSACAP00000014546	macro-synteny
ENSCAFP00845027205	phylogeny
ENSCAFP00845027205	macro-synteny
ENSMUSP00000117169	phylogeny
ENSMUSP00000117169	macro-synteny
ENSP00000378582	phylogeny
ENSP00000378582	macro-synteny
ENSMODP00000010125	phylogeny
ENSMODP00000010125	macro-synteny
ENSCMIP00000002766	phylogeny
ENSCMIP00000002766	macro-synteny
ENSLOCP00000011358	phylogeny
ENSLOCP00000011358	macro-synteny
ENSDARP00000133221	phylogeny
ENSDARP00000133221	macro-synteny
ENSORLP00000012735	phylogeny
ENSORLP00000012735	macro-synteny
ENSGALP00010009158	phylogeny
ENSGALP00010009158	macro-synteny
ENSMGAP00000012895	phylogeny
ENSMGAP00000012895	macro-synteny
ENSTGUP00000024189	phylogeny
ENSTGUP00000024189	macro-synteny
ENSACAP00000008321	phylogeny
ENSACAP00000008321	macro-synteny
ENSMODP00000029202	phylogeny
ENSMODP00000029202	macro-synteny
ENSCAFP00845007244	phylogeny
ENSCAFP00845007244	macro-synteny
ENSP00000355760	phylogeny
ENSP00000355760	macro-synteny
ENSMUSP00000051638	phylogeny
ENSMUSP00000051638	macro-synteny
ENSORLP00000034367	phylogeny
ENSORLP00000034367	macro-synteny
ENSTNIP00000016084	phylogeny
ENSTNIP00000016084	macro-synteny
ENSGACP00000004724	phylogeny
ENSGACP00000004724	macro-synteny
ENSDARP00000078756	phylogeny
ENSDARP00000078756	macro-synteny
ENSLOCP00000019977	phylogeny
ENSLOCP00000019977	macro-synteny
ENSCMIP00000016543	phylogeny
ENSCMIP00000016543	macro-synteny
ENSGALP00010028389	phylogeny
ENSGALP00010028389	macro-synteny
ENSMGAP00000012539	phylogeny
ENSMGAP00000012539	macro-synteny
ENSTGUP00000011867	phylogeny
ENSTGUP00000011867	macro-synteny
ENSACAP00000028197	phylogeny
ENSACAP00000028197	macro-synteny
ENSACAP00000005622	phylogeny
ENSACAP00000005622	macro-synteny
ENSCAFP00845004937	phylogeny
ENSCAFP00845004937	macro-synteny
ENSMUSP00000021550	phylogeny
ENSMUSP00000021550	macro-synteny
ENSP00000261783	phylogeny
ENSP00000261783	macro-synteny
ENSMODP00000012494	phylogeny
ENSMODP00000012494	macro-synteny
ENSORLP00000012464	phylogeny
ENSORLP00000012464	macro-synteny
ENSGACP00000016382	phylogeny
ENSGACP00000016382	macro-synteny
ENSTNIP00000021847	phylogeny
ENSTNIP00000021847	macro-synteny
ENSDARP00000057376	phylogeny
ENSDARP00000057376	macro-synteny
ENSLOCP00000017482	phylogeny
ENSLOCP00000017482	macro-synteny
ENSCMIP00000021173	phylogeny
ENSCMIP00000021173	macro-synteny
ENSCAFP00845009116	phylogeny
ENSCAFP00845009116	macro-synteny
ENSMUSP00000020161	phylogeny
ENSMUSP00000020161	macro-synteny
ENSP00000357066	phylogeny
ENSP00000357066	macro-synteny
ENSMODP00000021930	phylogeny
ENSMODP00000021930	macro-synteny
ENSORLP00000016834	phylogeny
ENSORLP00000016834	macro-synteny
ENSTNIP00000006166	phylogeny
ENSTNIP00000006166	macro-synteny
ENSGACP00000013454	phylogeny
ENSGACP00000013454	macro-synteny
ENSDARP00000097045	phylogeny
ENSDARP00000097045	macro-synteny
ENSDARP00000148492	phylogeny
ENSDARP00000148492	macro-synteny
ENSLOCP00000020542	phylogeny
ENSLOCP00000020542	macro-synteny
ENSCMIP00000047945	phylogeny
ENSCMIP00000047945	macro-synteny
ENSGALP00010015688	phylogeny
